Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::insert<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, void>(__gnu_cxx::__normal_iterator<std::shared_ptr<Node> const*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >) [145]
[144]    0.0    0.00    0.00       2         void std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::forward_iterator_tag) [144]
                0.00    0.00       2/2           std::shared_ptr<Node>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*, std::shared_ptr<Node> >(__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*, std::allocator<std::shared_ptr<Node> >&) [150]
                0.00    0.00       4/4           std::shared_ptr<Node>* std::__uninitialized_move_if_noexcept_a<std::shared_ptr<Node>*, std::shared_ptr<Node>*, std::allocator<std::shared_ptr<Node> > >(std::shared_ptr<Node>*, std::shared_ptr<Node>*, std::shared_ptr<Node>*, std::allocator<std::shared_ptr<Node> >&) [158]
                0.00    0.00       8/46969       std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_get_Tp_allocator() [221]
                0.00    0.00       2/17212       std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_check_len(unsigned long, char const*) const [282]
                0.00    0.00       2/23474       std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_allocate(unsigned long) [252]
                0.00    0.00       2/83271       void std::_Destroy<std::shared_ptr<Node>*>(std::shared_ptr<Node>*, std::shared_ptr<Node>*) <cycle 1> [277]
                0.00    0.00       2/25989       std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_deallocate(std::shared_ptr<Node>*, unsigned long) [247]
-----------------------------------------------
                0.00    0.00       2/2           MLPNetwork::getParameters() const [143]
[145]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::insert<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, void>(__gnu_cxx::__normal_iterator<std::shared_ptr<Node> const*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >) [145]
                0.00    0.00       2/2           void std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::forward_iterator_tag) [144]
                0.00    0.00       4/40666       std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::begin() [226]
                0.00    0.00       2/2           std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::cbegin() const [654]
-----------------------------------------------
                0.00    0.00       4/4           Matrix::operator=(Matrix const&) [86]
[146]    0.0    0.00    0.00       4         std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [146]
                0.00    0.00       4/1112540082     std::vector<double, std::allocator<double> >::size() const [13]
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::capacity() const [616]
                0.00    0.00       4/18792       std::vector<double, std::allocator<double> >::end() const [266]
                0.00    0.00       4/18792       std::vector<double, std::allocator<double> >::begin() const [267]
                0.00    0.00       4/4           double* std::vector<double, std::allocator<double> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(unsigned long, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [630]
                0.00    0.00       4/100208      std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [193]
                0.00    0.00       4/50104       void std::_Destroy<double*>(double*, double*) [210]
                0.00    0.00       4/50104       std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [209]
-----------------------------------------------
                0.00    0.00       4/4           std::shared_ptr<Node>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*>(__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*) [148]
[147]    0.0    0.00    0.00       4         void std::_Construct<std::shared_ptr<Node>, std::shared_ptr<Node>&>(std::shared_ptr<Node>*, std::shared_ptr<Node>&) [147]
                0.00    0.00       4/98257767     operator new(unsigned long, void*) [67]
                0.00    0.00       4/64166       std::shared_ptr<Node>::shared_ptr(std::shared_ptr<Node> const&) [204]
-----------------------------------------------
                0.00    0.00       2/2           std::shared_ptr<Node>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*>(__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*) [149]
[148]    0.0    0.00    0.00       2         std::shared_ptr<Node>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*>(__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*) [148]
                0.00    0.00       4/4           void std::_Construct<std::shared_ptr<Node>, std::shared_ptr<Node>&>(std::shared_ptr<Node>*, std::shared_ptr<Node>&) [147]
                0.00    0.00       2/6268        std::_UninitDestroyGuard<std::shared_ptr<Node>*, void>::_UninitDestroyGuard(std::shared_ptr<Node>*&) [381]
                0.00    0.00       2/6268        std::_UninitDestroyGuard<std::shared_ptr<Node>*, void>::release() [380]
                0.00    0.00       2/6268        std::_UninitDestroyGuard<std::shared_ptr<Node>*, void>::~_UninitDestroyGuard() [382]
-----------------------------------------------
                0.00    0.00       2/2           std::shared_ptr<Node>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*, std::shared_ptr<Node> >(__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*, std::allocator<std::shared_ptr<Node> >&) [150]
[149]    0.0    0.00    0.00       2         std::shared_ptr<Node>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*>(__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*) [149]
                0.00    0.00       2/2           std::shared_ptr<Node>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*>(__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*) [148]
-----------------------------------------------
                0.00    0.00       2/2           void std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::forward_iterator_tag) [144]
[150]    0.0    0.00    0.00       2         std::shared_ptr<Node>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*, std::shared_ptr<Node> >(__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*, std::allocator<std::shared_ptr<Node> >&) [150]
                0.00    0.00       2/2           std::shared_ptr<Node>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*>(__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::shared_ptr<Node>*) [149]
-----------------------------------------------
                0.00    0.00       2/2           MLPNetwork::getParameters() const [143]
[151]    0.0    0.00    0.00       2         LinearLayer::parameters() const [151]
                0.00    0.00       2/6262        std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::vector(std::initializer_list<std::shared_ptr<Node> >, std::allocator<std::shared_ptr<Node> > const&) [130]
                0.00    0.00       4/64166       std::shared_ptr<Node>::shared_ptr(std::shared_ptr<Node> const&) [204]
                0.00    0.00       4/83271       std::shared_ptr<Node>::~shared_ptr() <cycle 1> [192]
                0.00    0.00       2/29751       std::__new_allocator<std::shared_ptr<Node> >::~__new_allocator() [245]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[152]    0.0    0.00    0.00       2         MLPNetwork::addLayer(std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >, std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> >) [152]
                0.00    0.00       2/2           MLPNetwork::LayerNode& std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::emplace_back<std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >, std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> > >(std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >&&, std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> >&&) [153]
-----------------------------------------------
                0.00    0.00       2/2           MLPNetwork::addLayer(std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >, std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> >) [152]
